NPS_Wells_ID,Alternate_ID,Park,Ownership,State,Status,Status_Num,Type,Lat_dd,Long_dd,Lat_Long_Ref,Access Details,Qualifier_CD,Completion_Date,Qualifier_D,Depth_ft,Qualifer_YT,YieldTest_Rate_gpm,YieldTest_Date,YieldTest_Ref,Well Documents,Photo,State_Database,IRMA_Docket,IRMA_Docket_Link,IRMA_Technical,IRMA_Technical_Link,IRMA_Aquarius,USGS_NWIS,USGS_NGWMN,WQP_SiteID,WQP_Data_Link,eTIC2_Pubs,PHS,State_OG_Database,FMSS Location ID#,Comments
DINO_W_004,Headquarters Well; Permit #3066-F; DINO ID#101; USGS 401506108584201 SB00310305DCC1,DINO,NPS,CO,Active,1,Supply,40.253548,-108.978008,CO DWR Well Application ,,Ex,1/25/1962,Ex,800,,,,,https://doimspp.sharepoint.com/:f:/r/sites/nps-nrss-wrdiv/Groundwater%20Database%20Files/Well%20Documents/DINO?csf=1&web=1&e=0V4JVR,,https://dwr.state.co.us/Tools/WellPermits/9119137,DINO 026,https://irma.nps.gov/DataStore/Collection/Profile/9195,"Water-Resources Investigations (Sumsion, 1971)",https://irma.nps.gov/DataStore/Collection/Profile/9196,,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=401506108584201,,,,,https://doimspp.sharepoint.com/:f:/r/sites/nps-vrp-oph/FSB/Reports/Field_Reports/IMR/DINO/EHSurvey?csf=1&web=1&e=s5awCs,,68392,"Per NWIS, well is completed in ""Colorado Plateaus aquifers"" national aquifer and ""Navajo Sandstone of Glen Canyon Group"" local aquifer. "
DINO_W_005,Echo Park Well #1; Pat's Hole Well; DINO ID#96,DINO,NPS,CO,Plugged & Abandoned,3,Supply,40.524513,-108.984223,"Approx location from Water Resources Investigations (Sunsion, 1971)",,Po,1/1/1956,Ex,22,,,,,https://doimspp.sharepoint.com/:f:/r/sites/nps-nrss-wrdiv/Groundwater%20Database%20Files/Well%20Documents/DINO?csf=1&web=1&e=0V4JVR,,,DINO 003,https://irma.nps.gov/DataStore/Collection/Profile/9195,"Water Resources of Dinosaur National Monument (Sumsion, 1976); Water-Resources Investigations (Sumsion, 1971)",https://irma.nps.gov/DataStore/Collection/Profile/9196,,,,,,,,,,Hang dug well. Abandoned and replaced by DINO_W_006.
DINO_W_006,Echo Park Well #2; Permit #12227; DINO ID#97,DINO,NPS,CO,Plugged & Abandoned,3,Supply,40.4677273,-108.576274,2017 Well Data from Park,,Ex,9/18/1962,Ex,58,,,,,https://doimspp.sharepoint.com/:f:/r/sites/nps-nrss-wrdiv/Groundwater%20Database%20Files/Well%20Documents/DINO?csf=1&web=1&e=0V4JVR,,https://dwr.state.co.us/Tools/WellPermits/9119221,DINO 023; DINO 003,https://irma.nps.gov/DataStore/Collection/Profile/9195,"Water Resources of Dinosaur National Monument (Sumsion, 1976); Water-Resources Investigations (Sumsion, 1971)",https://irma.nps.gov/DataStore/Collection/Profile/9196,,,,,,,,,,
DINO_W_007,Echo Park Well #3; Permit #84233-F; DINO ID#19; USGS 403106108591901 SB00710332ADB1,DINO,NPS,CO,Active,1,Supply,40.51768097,-108.9893933,CO DWR Well Application ,,Ap,7/9/1970,Ex,300,,,,,https://doimspp.sharepoint.com/:f:/r/sites/nps-nrss-wrdiv/Groundwater%20Database%20Files/Well%20Documents/DINO?csf=1&web=1&e=0V4JVR,,https://dwr.state.co.us/Tools/WellPermits/10000299,DINO 020,https://irma.nps.gov/DataStore/Collection/Profile/9195,"Water Resources of Dinosaur National Monument (Sumsion, 1976); Water-Resources Investigations (Sumsion, 1971)",https://irma.nps.gov/DataStore/Collection/Profile/9196,,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403106108591901,,,,,https://doimspp.sharepoint.com/:f:/r/sites/nps-vrp-oph/FSB/Reports/Field_Reports/IMR/DINO/EHSurvey?csf=1&web=1&e=s5awCs,,68387,"Construction and testing information available in Water Resource Investigations (Sumsion, 1971). This well is in STORET (11NPSWRD_WQX)."
DINO_W_008,Box Elder Well; Permit #12226; DINO ID#111,DINO,NPS,CO,Unknown,4,Supply,40.52078,-108.960538,CO DWR Well Application ,,Ex,8/27/1962,Ex,46,,,,,https://doimspp.sharepoint.com/:f:/r/sites/nps-nrss-wrdiv/Groundwater%20Database%20Files/Well%20Documents/DINO?csf=1&web=1&e=0V4JVR,,https://dwr.state.co.us/Tools/WellPermits/9119220,DINO 009,https://irma.nps.gov/DataStore/Collection/Profile/9195,,https://irma.nps.gov/DataStore/Collection/Profile/9196,,,,,,,,,,Well has never been used; located in Box Elder river camp accessible only by raft. 
DINO_W_009,Harding Hole Well; Permit #12225; DINO ID #110,DINO,NPS,CO,Unknown,4,Supply,40.4641165,-108.8464588,2017 Well Data from Park,,Ex,8/15/1962,Ex,30,,,,,https://doimspp.sharepoint.com/:f:/r/sites/nps-nrss-wrdiv/Groundwater%20Database%20Files/Well%20Documents/DINO?csf=1&web=1&e=0V4JVR,,https://dwr.state.co.us/Tools/WellPermits/9119219,DINO 008,https://irma.nps.gov/DataStore/Collection/Profile/9195,,https://irma.nps.gov/DataStore/Collection/Profile/9196,,,,,,,,,,Well has never been used; located in Harding Hoole river camp accessible by raft and Bull Canyon trail. 
DINO_W_010,Deerlodge Park Well #1; Permit #12224; DINO ID#103,DINO,NPS,CO,Unknown,4,Supply,40.45119,-108.519139,CO DWR Well Application ,,Ex,9/19/1962,Ex,34,,,,,https://doimspp.sharepoint.com/:f:/r/sites/nps-nrss-wrdiv/Groundwater%20Database%20Files/Well%20Documents/DINO?csf=1&web=1&e=0V4JVR,,https://dwr.state.co.us/Tools/WellPermits/9119218,DINO 006,https://irma.nps.gov/DataStore/Collection/Profile/9195,"Hydrogeology of the Deerlodge Park area (Martin, 2002); Water-Resources Investigations (Sumsion, 1971)",https://irma.nps.gov/DataStore/Collection/Profile/9196,,,,,,,,,,"No longer in use. Using DINO_W_011 instead. There exists a discrepancy in depth of this well. Water Resources Investigation (Sumsion, 1971) reports this well as 25 ft deep. "
DINO_W_011,W210699 B F 24 ; Deerlodge Park Well #2; Permit #59105-F; 25382; DINO ID#104,DINO,NPS,CO,Active,1,Supply,40.449668,-108.521638,CO DWR Well Application ,,Ex,11/5/1965,Ex,77,,,,,https://doimspp.sharepoint.com/:f:/r/sites/nps-nrss-wrdiv/Groundwater%20Database%20Files/Well%20Documents/DINO?csf=1&web=1&e=0V4JVR,,https://dwr.state.co.us/Tools/WellPermits/0504069,DINO 024; DINO 006,https://irma.nps.gov/DataStore/Collection/Profile/9195,"Hydrogeology of the Deerlodge Park area (Martin, 2002); Water Resources of Dinosaur National Monument (Sumsion, 1976); Water-Resources Investigations (Sumsion, 1971)",https://irma.nps.gov/DataStore/Collection/Profile/9196,,,,,,,https://doimspp.sharepoint.com/:f:/r/sites/nps-vrp-oph/FSB/Reports/Field_Reports/IMR/DINO/EHSurvey?csf=1&web=1&e=s5awCs,,68724,"There exists a discrepancy in depth of this well. Water Resources Investigation (Sumsion, 1971) reports this well as 60 ft deep. "
DINO_W_012,Anderson Hole Well; Permit #12223; DINO ID#109,DINO,NPS,CO,Unknown,4,Supply,40.469172,-108.576254,CO DWR Well Application ,,Ex,8/3/1962,Ex,17,,,,,https://doimspp.sharepoint.com/:f:/r/sites/nps-nrss-wrdiv/Groundwater%20Database%20Files/Well%20Documents/DINO?csf=1&web=1&e=0V4JVR,,https://dwr.state.co.us/Tools/WellPermits/9119217,DINO 007,https://irma.nps.gov/DataStore/Collection/Profile/9195,,https://irma.nps.gov/DataStore/Collection/Profile/9196,,,,,,,,,,Well has never been used; located in Anderson Hole river camp only accessible by raft. 
DINO_W_013,Well 14-S; Permit #22210,DINO,NPS,CO,Unknown,4,Supply,40.441135,-108.935734,CO DWR Well Application ,,Ex,6/25/1965,Ex,47,,,,,https://doimspp.sharepoint.com/:f:/r/sites/nps-nrss-wrdiv/Groundwater%20Database%20Files/Well%20Documents/DINO?csf=1&web=1&e=0V4JVR,,https://dwr.state.co.us/Tools/WellPermits/9119309,,https://irma.nps.gov/DataStore/Collection/Profile/9195,,https://irma.nps.gov/DataStore/Collection/Profile/9196,,,,,,,,,,"Two holes drilled, both dry. 60 ft and 47 ft. "
DINO_W_014,Weaver Well; WDID 4405001,DINO,Unknown,CO,Plugged & Abandoned,3,Unknown,40.452016,-108.411974,CO DWR Point of Diversion,,Un,1/1/1000,Un,0,,,,,https://doimspp.sharepoint.com/:f:/r/sites/nps-nrss-wrdiv/Groundwater%20Database%20Files/Well%20Documents/DINO?csf=1&web=1&e=0V4JVR,,https://dwr.state.co.us/Tools/Structures/4405001,,https://irma.nps.gov/DataStore/Collection/Profile/9195,,https://irma.nps.gov/DataStore/Collection/Profile/9196,,,,,,,,,,"Per CO DWR, structure is nonexistant and has no contemporary or historical record."
DINO_W_015,USGS 403108108591901 S(B-7-103)32ADB-1,DINO,USGS,CO,Unknown,4,Monitoring,40.5188528,-108.9892849,NWIS,,Pr,8/31/1983,Un,0,,,,,https://doimspp.sharepoint.com/:f:/r/sites/nps-nrss-wrdiv/Groundwater%20Database%20Files/Well%20Documents/DINO?csf=1&web=1&e=0V4JVR,,,,https://irma.nps.gov/DataStore/Collection/Profile/9195,,https://irma.nps.gov/DataStore/Collection/Profile/9196,,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403108108591901,,,,,,,,"Well completed in ""Weber Formation"" (310WBER) local aquifer."
DINO_W_016,STATE 57/1115 1,DINO,Unknown,CO,Plugged & Abandoned,3,Oil & Gas,40.48305,-108.996293,COGCC GIS Well Information,,Ex,9/6/1972,Ex,1450,,,,,https://doimspp.sharepoint.com/:f:/r/sites/nps-nrss-wrdiv/Groundwater%20Database%20Files/Well%20Documents/DINO?csf=1&web=1&e=0V4JVR,,,,https://irma.nps.gov/DataStore/Collection/Profile/9195,,https://irma.nps.gov/DataStore/Collection/Profile/9196,,,,,,,,https://cogcc.state.co.us/cogisdb/Facility/FacilityDetail?api=08106028,,
DINO_W_017,Unnamed DUP27,DINO,USGS,CO,Unknown,4,Monitoring,40.7294072,-108.8765044,NWIS,,Pr,7/22/1971,Un,0,,,,,https://doimspp.sharepoint.com/:f:/r/sites/nps-nrss-wrdiv/Groundwater%20Database%20Files/Well%20Documents/DINO?csf=1&web=1&e=0V4JVR,,,,https://irma.nps.gov/DataStore/Collection/Profile/9195,,https://irma.nps.gov/DataStore/Collection/Profile/9196,,,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404346108523301,,,,,,,
DINO_W_018,Permit #227983,DINO,Private,CO,Unknown,4,Supply,40.455098,-108.431961,CO DWR Well Application ,,Ex,11/12/2000,Ex,300,,,,,https://doimspp.sharepoint.com/:f:/r/sites/nps-nrss-wrdiv/Groundwater%20Database%20Files/Well%20Documents/DINO?csf=1&web=1&e=0V4JVR,,https://dwr.state.co.us/Tools/WellPermits/9600140,,https://irma.nps.gov/DataStore/Collection/Profile/9195,,https://irma.nps.gov/DataStore/Collection/Profile/9196,,,,,,,,,,
DINO_W_019,Permit #24234-F,DINO,Private,CO,Unknown,4,Supply,40.469414,-108.955047,CO DWR Well Application ,,Ex,10/1/1979,Ex,140,,,,,https://doimspp.sharepoint.com/:f:/r/sites/nps-nrss-wrdiv/Groundwater%20Database%20Files/Well%20Documents/DINO?csf=1&web=1&e=0V4JVR,,https://dwr.state.co.us/Tools/WellPermits/0107376,,https://irma.nps.gov/DataStore/Collection/Profile/9195,,https://irma.nps.gov/DataStore/Collection/Profile/9196,,,,,,,,,,
DINO_W_020,Permit #19803,DINO,NPS,CO,Plugged & Abandoned,3,Supply,40.730415,-108.875178,CO DWR Well Application ,,Ex,5/22/1964,Ex,40,,,,,https://doimspp.sharepoint.com/:f:/r/sites/nps-nrss-wrdiv/Groundwater%20Database%20Files/Well%20Documents/DINO?csf=1&web=1&e=0V4JVR,,https://dwr.state.co.us/Tools/WellPermits/9119280,,https://irma.nps.gov/DataStore/Collection/Profile/9195,,https://irma.nps.gov/DataStore/Collection/Profile/9196,,,,,,,,,,
DINO_W_021,Disappointment Well,DINO,NPS,CO,Unknown,4,Supply,40.452784,-108.533556,"Approx location from Water Resources Investigations (Sunsion, 1971)",,Ex,5/20/1970,Ex,14,,,,,https://doimspp.sharepoint.com/:f:/r/sites/nps-nrss-wrdiv/Groundwater%20Database%20Files/Well%20Documents/DINO?csf=1&web=1&e=0V4JVR,,,,https://irma.nps.gov/DataStore/Collection/Profile/9195,"Water-Resources Investigations (Sumsion, 1971)",https://irma.nps.gov/DataStore/Collection/Profile/9196,,,,,,,,,,"Lined with stone. Located at lower end of Disappointment Draw, a narrow valley west of Deerlodge Park. Well was dry in 1970. "
DINO_W_022,Baker Cabin Well,DINO,NPS,CO,Unknown,4,Supply,40.449631,-108.794529,"Approx location from Water Resources Investigations (Sunsion, 1971)",,Ex,9/23/1969,Ex,20,,,,,https://doimspp.sharepoint.com/:f:/r/sites/nps-nrss-wrdiv/Groundwater%20Database%20Files/Well%20Documents/DINO?csf=1&web=1&e=0V4JVR,,,,https://irma.nps.gov/DataStore/Collection/Profile/9195,"Water-Resources Investigations (Sumsion, 1971)",https://irma.nps.gov/DataStore/Collection/Profile/9196,,,,,,,,,,"Located in NW1/4, NW 1/4, Twn 6 N, Rng 101W, Sec 30 per Water-Resources Investigations (Sumsion, 1971). "
DINO_W_023,Red Rock Ranch Well; DINO ID#127,DINO,NPS,CO,Unknown,4,Supply,40.4694191,-108.9550555,Well Information from Park,,Un,1/1/1000,Un,0,,,,,https://doimspp.sharepoint.com/:f:/r/sites/nps-nrss-wrdiv/Groundwater%20Database%20Files/Well%20Documents/DINO?csf=1&web=1&e=0V4JVR,,,,https://irma.nps.gov/DataStore/Collection/Profile/9195,,,,,,,,,,,,
DINO_W_024,Lodore Well No. 1 (Docket),DINO,NPS,CO,Plugged & Abandoned,3,Test,40.72328235,-108.8915657,Approx location from 1958 Record of Well,,Po,1/1/1956,Ex,18,,,,,https://doimspp.sharepoint.com/:f:/r/sites/nps-nrss-wrdiv/Groundwater%20Database%20Files/Well%20Documents/DINO?csf=1&web=1&e=0V4JVR,,,DINO 002,https://irma.nps.gov/DataStore/Collection/Profile/9195,,,,,,,,,,,,"Well was completed in 1956. Abandoned by 1965 (See 3/3/1965 Memo in Docket, pg 12)"
DINO_W_025,Lodore Well No. 3 (Docket),DINO,NPS,CO,Plugged & Abandoned,3,Test,40.50600052,-108.9380035,Unknown. Plotted as Park Centroid,,Pr,3/3/1965,Un,0,,,,,https://doimspp.sharepoint.com/:f:/r/sites/nps-nrss-wrdiv/Groundwater%20Database%20Files/Well%20Documents/DINO?csf=1&web=1&e=0V4JVR,,,DINO 002,https://irma.nps.gov/DataStore/Collection/Profile/9195,,,,,,,,,,,,Well was abandoned shortly after completion. Approximately located near river bank in Lodore area.
DINO_W_026,Lodore Well No. 4 (Docket),DINO,NPS,CO,Plugged & Abandoned,3,Test,40.50600052,-108.9380035,Unknown. Plotted as Park Centroid,,Pr,3/3/1965,Un,0,,,,,https://doimspp.sharepoint.com/:f:/r/sites/nps-nrss-wrdiv/Groundwater%20Database%20Files/Well%20Documents/DINO?csf=1&web=1&e=0V4JVR,,,DINO 002,https://irma.nps.gov/DataStore/Collection/Profile/9195,,,,,,,,,,,,Well was abandoned shortly after completion. Approximately located in Cottonwood Creek basin downstream from Entrance Road Crossing in Lodore area.
FLFO_W_001,Headquarters Well No. 1; Permit #154810,FLFO,DOJ,CO,Plugged & Abandoned,3,Supply,38.911464,-105.286117,CO DWR Physical Location (Structure) ,,Ap,10/1/1951,Ap,100,,,,,https://doimspp.sharepoint.com/:f:/r/sites/nps-nrss-wrdiv/Groundwater%20Database%20Files/Well%20Documents/FLFO?csf=1&web=1&e=ZzGpta,,https://dwr.state.co.us/Tools/WellPermits/0302588A,FLFO 001,https://irma.nps.gov/DataStore/Collection/Profile/9163,"Comments re: Water Supply Wells at VC (Martin, 2009)",https://irma.nps.gov/DataStore/Collection/Profile/9164,,,,,,,,,,Abandoned due to insufficient flow and quality of water In Nov. 1984. 
FLFO_W_002,Hornbuck Well No. 2; Permit #RN-591,FLFO,NPS,CO,Unknown,4,Supply,38.925949,-105.281035,CO DWR Physical Location (Structure) ,,Ex,12/31/1890,Ex,12,,,,,https://doimspp.sharepoint.com/:f:/r/sites/nps-nrss-wrdiv/Groundwater%20Database%20Files/Well%20Documents/FLFO?csf=1&web=1&e=ZzGpta,,https://dwr.state.co.us/Tools/WellPermits/9054917,FLFO 002,https://irma.nps.gov/DataStore/Collection/Profile/9163,,,,,,,,,,,,"Well was first used in 1890. Acquired from Agnes Singer. Gallery well, 48"" wide, rock lined, 12 ft deep. "
FLFO_W_003,Well No. 3; Permit #13731-R; 2-WCB; Singer Well,FLFO,NPS,CO,Unknown,4,Supply,38.918697,-105.29072,CO DWR Physical Location (Structure) ,,Ex,4/29/1955,Ex,72,,,,,https://doimspp.sharepoint.com/:f:/r/sites/nps-nrss-wrdiv/Groundwater%20Database%20Files/Well%20Documents/FLFO?csf=1&web=1&e=ZzGpta,,https://dwr.state.co.us/Tools/WellPermits/9054973,FLFO 003,https://irma.nps.gov/DataStore/Collection/Profile/9163,,,,,,,,,,,,Acquired from Agnes Singer. Pump test run in June 1990 (see docket pg 42-63).
FLFO_W_004,"Well No. 4; Wells Cabin, Welch, Welsh or Wells Well ",FLFO,NPS,CO,Plugged & Abandoned,3,Supply,38.91219262,-105.2559077,"Water right application, legal well description",,Ap,1/15/1977,Ex,160,,,,,https://doimspp.sharepoint.com/:f:/r/sites/nps-nrss-wrdiv/Groundwater%20Database%20Files/Well%20Documents/FLFO?csf=1&web=1&e=ZzGpta,,,FLFO 004,https://irma.nps.gov/DataStore/Collection/Profile/9163,,,,,,,,,,,,Approximate location per legal well description. No record available of well permit or abandonment report.
FLFO_W_005,Well No. 5; Corral Well; FG241371AF05,FLFO,NPS,CO,Unknown,4,Supply,38.9152,-105.28186,Approx. Location per FLFO map in Docket 005,,Pr,4/29/1960,Un,0,,,,,https://doimspp.sharepoint.com/:f:/r/sites/nps-nrss-wrdiv/Groundwater%20Database%20Files/Well%20Documents/FLFO?csf=1&web=1&e=ZzGpta,,,FLFO 005,https://irma.nps.gov/DataStore/Collection/Profile/9163,,,,,,,,,,,,Depth estimates at 120 ft. per May 1977 letter (see Docket 005). Location is approximate. Area around Well 5 is a spring/seep. 
FLFO_W_006,Maytag Red Barn; Well No. 6,FLFO,NPS,CO,Unknown,4,Supply,38.911524,-105.281418,CO DWR Point of Diversion,,Ap,4/30/1960,Ap,59.5,,,,,https://doimspp.sharepoint.com/:f:/r/sites/nps-nrss-wrdiv/Groundwater%20Database%20Files/Well%20Documents/FLFO?csf=1&web=1&e=ZzGpta,,https://dwr.state.co.us/Tools/Structures/2305406,FLFO 006,https://irma.nps.gov/DataStore/Collection/Profile/9163,,,,,,,,,,,,No permit found associated with this structure. NPS WRD tested the well in April 1988. Previously powered by windmill. 
FLFO_W_007,Well No. 7; Southeast Pasture; FG241371CF07,FLFO,NPS,CO,Unknown,4,Supply,38.90212,-105.27456,Approx. Location per FLFO map in Docket 005,,Pr,4/29/1960,Ex,92,,,,,https://doimspp.sharepoint.com/:f:/r/sites/nps-nrss-wrdiv/Groundwater%20Database%20Files/Well%20Documents/FLFO?csf=1&web=1&e=ZzGpta,,,FLFO 005,https://irma.nps.gov/DataStore/Collection/Profile/9163,,,,,,,,,,,,NPS WRD tested the well in August 1988.
FLFO_W_008,Maytag Domestic Well No. 8,FLFO,NPS,CO,Unknown,4,Supply,38.911524,-105.281418,CO DWR Point of Diversion,,Ap,4/30/1960,Ex,26.5,,,,,https://doimspp.sharepoint.com/:f:/r/sites/nps-nrss-wrdiv/Groundwater%20Database%20Files/Well%20Documents/FLFO?csf=1&web=1&e=ZzGpta,,https://dwr.state.co.us/Tools/Structures/2305434,FLFO 008,https://irma.nps.gov/DataStore/Collection/Profile/9163,,,,,,,,,,,,No permit found associated with this structure. 
FLFO_W_009,Nelson Domestic Well No. 9,FLFO,NPS,CO,Unknown,4,Supply,38.889847,-105.304778,CO DWR Point of Diversion,,Ap,6/30/1950,Ex,52,,,,,https://doimspp.sharepoint.com/:f:/r/sites/nps-nrss-wrdiv/Groundwater%20Database%20Files/Well%20Documents/FLFO?csf=1&web=1&e=ZzGpta,,https://dwr.state.co.us/Tools/Structures/2305438,FLFO 009,https://irma.nps.gov/DataStore/Collection/Profile/9163,,,,,,,,,,,,No permit found associated with this structure. 
FLFO_W_010,Ghist Domestic Well No. 10,FLFO,NPS,CO,Unknown,4,Supply,38.907807,-105.29084,CO DWR Point of Diversion,,Ap,11/30/1955,Ex,143,,,,,https://doimspp.sharepoint.com/:f:/r/sites/nps-nrss-wrdiv/Groundwater%20Database%20Files/Well%20Documents/FLFO?csf=1&web=1&e=ZzGpta,,https://dwr.state.co.us/Tools/Structures/2305440,FLFO 010,https://irma.nps.gov/DataStore/Collection/Profile/9163,,,,,,,,,,,,No permit found associated with this structure. NPS WRD tested the well in June 1988. 
FLFO_W_011,"A-Frame Domestic, Well No. 11; Permit #172092",FLFO,DOJ,CO,Plugged & Abandoned,3,Supply,38.907807,-105.29084,CO DWR Physical Location (Structure) ,,Ap,7/31/1961,Ex,15,,,,,https://doimspp.sharepoint.com/:f:/r/sites/nps-nrss-wrdiv/Groundwater%20Database%20Files/Well%20Documents/FLFO?csf=1&web=1&e=ZzGpta,,https://dwr.state.co.us/Tools/WellPermits/0021319,FLFO 007,https://irma.nps.gov/DataStore/Collection/Profile/9163,,,,,,,,,,,,"15 ft deep, hand dug well with no casing. "
FLFO_W_012,Visitor Center Well #12; Permit #44471-F; 154810-A,FLFO,DOJ,CO,Unknown,4,Supply,38.911464,-105.286117,CO DWR Physical Location (Structure) ,,Ap,5/15/1984,Ex,472,,,,,https://doimspp.sharepoint.com/:f:/r/sites/nps-nrss-wrdiv/Groundwater%20Database%20Files/Well%20Documents/FLFO?csf=1&web=1&e=ZzGpta,,https://dwr.state.co.us/Tools/WellPermits/0369970,FLFO 011; FLFO 012,https://irma.nps.gov/DataStore/Collection/Profile/9163,"Comments re: Water Supply Wells at VC (Martin, 2009)",https://irma.nps.gov/DataStore/Collection/Profile/9164,,,,,,,https://doimspp.sharepoint.com/:b:/r/sites/nps-vrp-oph/FSB/Reports/Field_Reports/IMR/FLFO/EHSurvey/FLFO%20PHA%20Dec%202017.pdf?csf=1&web=1&e=KH2hTk,,26214,Replaced FLFO_W_001. Driller's log not available. 
FLFO_W_013,Replacement A-Frame Well; Permit #172092-A,FLFO,NPS,CO,Unknown,4,Supply,38.907807,-105.29084,CO DWR Physical Location (Structure) ,,Ex,6/6/1994,Ex,250,,,,,https://doimspp.sharepoint.com/:f:/r/sites/nps-nrss-wrdiv/Groundwater%20Database%20Files/Well%20Documents/FLFO?csf=1&web=1&e=ZzGpta,,https://dwr.state.co.us/Tools/WellPermits/0358166,FLFO 007,https://irma.nps.gov/DataStore/Collection/Profile/9163,,,,,,,,,https://doimspp.sharepoint.com/:b:/r/sites/nps-vrp-oph/FSB/Reports/Field_Reports/IMR/FLFO/EHSurvey/FLFO%20PHA%20Dec%202017.pdf?csf=1&web=1&e=KH2hTk,,26241,Replaced FLFO_W_011. Well was tested in June 1994. 
FLFO_W_014,Sawmill Trail Well; Permit #76213-F; 15812-MH; 44784-F,FLFO,NPS,CO,Active,1,Supply,38.905356,-105.300112,CO DWR Physical Location (Structure) ,,Ex,5/30/1990,Ex,220,,,,,https://doimspp.sharepoint.com/:f:/r/sites/nps-nrss-wrdiv/Groundwater%20Database%20Files/Well%20Documents/FLFO?csf=1&web=1&e=ZzGpta,,https://dwr.state.co.us/Tools/WellPermits/3655763,FLFO 011,https://irma.nps.gov/DataStore/Collection/Profile/9163,"Comments re: Water Supply Wells at VC (Martin, 2009)",https://irma.nps.gov/DataStore/Collection/Profile/9164,,,,,,,https://doimspp.sharepoint.com/:b:/r/sites/nps-vrp-oph/FSB/Reports/Field_Reports/IMR/FLFO/EHSurvey/FLFO%20PHA%20Dec%202017.pdf?csf=1&web=1&e=KH2hTk,,101472,One of three test wells drilled Spring 1990. Pump tested June 1990. Water system updates made in 2012. Only cased to 165 ft depth.
FLFO_W_015,Test Hole #2; MH-15812,FLFO,NPS,CO,Unknown,4,Test,38.905356,-105.300112,CO DWR Physical Location (Structure) ,,Ex,3/21/1990,Ex,101,,,,,https://doimspp.sharepoint.com/:f:/r/sites/nps-nrss-wrdiv/Groundwater%20Database%20Files/Well%20Documents/FLFO?csf=1&web=1&e=ZzGpta,,https://dwr.state.co.us/Tools/WellPermits/0015812A,,,,,,,,,,,,,,One of three test wells drilled Spring 1990. 
FLFO_W_016,Test Hole #1; MH-15812,FLFO,NPS,CO,Unknown,4,Test,38.905356,-105.300112,CO DWR Physical Location (Structure) ,,Ex,3/21/1990,Ex,97,,,,,https://doimspp.sharepoint.com/:f:/r/sites/nps-nrss-wrdiv/Groundwater%20Database%20Files/Well%20Documents/FLFO?csf=1&web=1&e=ZzGpta,,https://dwr.state.co.us/Tools/WellPermits/0015812A,,,,,,,,,,,,,,One of three test wells drilled Spring 1990. 
FLFO_W_017,050A; Permit #289152,FLFO,NPS,CO,Active,1,Monitoring,38.909702,-105.284572,CO DWR Well Application ,,Ex,7/24/2012,Ex,107,,,,,https://doimspp.sharepoint.com/:f:/r/sites/nps-nrss-wrdiv/Groundwater%20Database%20Files/Well%20Documents/FLFO?csf=1&web=1&e=ZzGpta,,https://dwr.state.co.us/Tools/WellPermits/3656454,,,,,,,,,,,https://doimspp.sharepoint.com/:b:/r/sites/nps-vrp-oph/FSB/Reports/Field_Reports/IMR/FLFO/EHSurvey/FLFO%20PHA%20Dec%202017.pdf?csf=1&web=1&e=KH2hTk,,,Permitted for use of an existing well. 
FLFO_W_018,050B; Permit #289153,FLFO,NPS,CO,Active,1,Monitoring,38.911149,-105.28272,CO DWR Well Application ,,Ex,7/27/2012,Ex,78,,,,,https://doimspp.sharepoint.com/:f:/r/sites/nps-nrss-wrdiv/Groundwater%20Database%20Files/Well%20Documents/FLFO?csf=1&web=1&e=ZzGpta,,https://dwr.state.co.us/Tools/WellPermits/3656455A,,,,,,,,,,,https://doimspp.sharepoint.com/:b:/r/sites/nps-vrp-oph/FSB/Reports/Field_Reports/IMR/FLFO/EHSurvey/FLFO%20PHA%20Dec%202017.pdf?csf=1&web=1&e=KH2hTk,,,Permitted for use of an existing well. 
FLFO_W_019,050C; Permit #289154,FLFO,NPS,CO,Active,1,Monitoring,38.910429,-105.282245,CO DWR Well Application ,,Ex,7/31/2012,Ex,86,,,,,https://doimspp.sharepoint.com/:f:/r/sites/nps-nrss-wrdiv/Groundwater%20Database%20Files/Well%20Documents/FLFO?csf=1&web=1&e=ZzGpta,,https://dwr.state.co.us/Tools/WellPermits/3656455B,,,,,,,,,,,https://doimspp.sharepoint.com/:b:/r/sites/nps-vrp-oph/FSB/Reports/Field_Reports/IMR/FLFO/EHSurvey/FLFO%20PHA%20Dec%202017.pdf?csf=1&web=1&e=KH2hTk,,,Permitted for use of an existing well. 
FLFO_W_020,Howe Well 1; Permit #39457,FLFO,NPS,CO,Unknown,4,Supply,38.882613,-105.257635,CO DWR Well Application ,,Ex,11/7/1969,Ex,200,,,,,https://doimspp.sharepoint.com/:f:/r/sites/nps-nrss-wrdiv/Groundwater%20Database%20Files/Well%20Documents/FLFO?csf=1&web=1&e=ZzGpta,,https://dwr.state.co.us/Tools/WellPermits/9097892,,,,,,,,,,,,,,2005 change of ownership labels this well as owned by DOI FLFO.
